name,address,lat,lon
,1000 S GREASEWOOD ROAD,32.20994,-111.02108
,10094 W MCGEE RANCH ROAD,31.8937,-111.18033
,101 W IRVINGTON ROAD,32.16283,-110.96952
,101 W LOMITA AVENUE,34.14062,-118.25505
,10170 S WHITE LIGHTNING LANE,32.0672,-110.70375
,1019 E 31ST STREET,40.62633,-73.94548
,1035 N TREAT AVENUE,32.2346,-110.93162
,10361 E OLD SPANISH TRAIL,32.1965,-110.77128
,10425 N THORNYDALE ROAD,32.39597,-111.04758
,10600 S NOGALES HIGHWAY,32.05757,-110.95565
,10701 E MARY ANN CLEVELAND WAY,32.08839,-110.76523
,1075 S 10TH AVENUE,32.20853,-110.97434
,10770 E BILBY ROAD,32.13857,-110.76225
,10801 N LA CHOLLA BOULEVARD,32.40267,-111.01641
,10851 E OLD SPANISH TRAIL,32.19202,-110.76187
,11040 E ESCALANTE ROAD,32.17656,-110.75713
,"11300 E. GREATERVILLE ROAD, 2 MILES WEST, HWY 83",31.77703,-110.75051
,1140 E ROGER ROAD,32.27913,-110.95416
,1145 E FORT LOWELL ROAD,32.26544,-110.95416
,11555 W CIVIC CENTER,32.44756,-111.21119
,11575 N 1ST AVENUE,32.41677,-110.96166
,11620 N COPPER SPRING TRAIL,32.41838,-110.98605
,12000 W EMIGH ROAD,32.36743,-111.22053
,1212 S PALO VERDE AVENUE,32.20649,-110.91783
,12620 N WOODBURNE AVENUE,32.4355,-110.97015
,12775 E MARY ANN CLEVELAND WAY,32.05741,-110.72195
,12949 N SABINO CANYON PARKWAY,32.2779,-110.83687
,12955 E COLOSSAL CAVE ROAD,32.04223,-110.71783
,12960 S HOUGHTON RD,32.01855,-110.77602
,1300 N GREASEWOOD ROAD,32.23782,-111.01973
,1305 W NARANJA DRIVE,32.4089,-110.99435
,1313 S MISSION ROAD,32.20275,-110.99528
,1351 E LIMBERLOST DRIVE,32.28348,-110.95143
,1377 N CATALINA AVENUE,32.23927,-110.89948
,1390 W SPEEDWAY BOULEVARD,32.23598,-110.99456
,14055 N DEL WEBB BOULEVARD,32.46064,-110.93928
,145 W ALISO DRIVE,31.89577,-110.9905
,14600 E COLOSSAL CAVE ROAD,32.05314,-110.68261
,15501 W AJO WAY,32.08213,-111.29727
,1555 W OVERTON ROAD,32.36643,-110.99856
,15790 W SILVERBELL ROAD,32.44439,-111.30271
,15900 S RANCHO RESORT BOULEVARD,31.96149,-110.99315
,15921 S HOUGHTON ROAD,31.96631,-110.77166
,1607 S 6TH AVENUE,46.5755,-120.51309
,16150 W AJO WAY,32.07704,-111.31241
,1655 S ABREGO DRIVE,31.84555,-110.99002
,16562 N ORACLE ROAD,32.50696,-110.92519
